competitor,Discipline,Sex,Nationality,mark_numeric,Predicted_World_Record_Breaker,Probability_World_Record_Breaker,World_Record_Correct,Actual_World_Record_Breaker,Actual_National_Record_Breaker,Actual_Personal_Best_Breaker
Reetta HURSKE,100-metres-hurdles,female,FIN,12.95,No,0.00011231182,Yes,No,No,No
Charisma TAYLOR,100-metres-hurdles,female,BAH,12.95,No,0.00011231182,Yes,No,No,No
Alessia SUCCO,100-metres-hurdles,female,ITA,13.04,No,0.00011231182,Yes,No,No,Unknown
Megan NIEMAN,100-metres-hurdles,female,RSA,13.12,No,0.00011231182,Yes,No,No,Unknown
Alessia SUCCO,100-metres-hurdles,female,ITA,13.13,No,0.00011231182,Yes,No,No,Unknown
Sereina LIEM,100-metres-hurdles,female,SUI,13.18,No,0.00011231182,Yes,No,No,Unknown
Alessia SUCCO,100-metres-hurdles,female,ITA,13.18,No,0.00011231182,Yes,No,No,Unknown
Madalena SAMPAIO,100-metres-hurdles,female,POR,13.19,No,0.00011231182,Yes,No,No,Unknown
Akeelah BELL,100-metres-hurdles,female,JAM,13.23,No,0.00011231182,Yes,No,No,Unknown
Alessia SUCCO,100-metres-hurdles,female,ITA,13.23,No,0.00011231182,Yes,No,No,Unknown
Daryl NDASI,100-metres-hurdles,female,GER,13.25,No,0.00011231182,Yes,No,No,Unknown
Nina HEJČÍKOVÁ,100-metres-hurdles,female,SVK,13.27,No,0.00011231182,Yes,No,No,Unknown
Sereina LIEM,100-metres-hurdles,female,SUI,13.28,No,0.00011231182,Yes,No,No,Unknown
Mina HIRSBRUNNER,100-metres-hurdles,female,SUI,13.28,No,0.00011231182,Yes,No,No,Unknown
Auxane KINGUE,100-metres-hurdles,female,FRA,13.28,No,0.00011231182,Yes,No,No,Unknown
Auxane KINGUE,100-metres-hurdles,female,FRA,13.28,No,0.00011231182,Yes,No,No,Unknown
Vanessa MICHALUK,100-metres-hurdles,female,POL,13.29,No,0.00011231182,Yes,No,No,Unknown
Daryl NDASI,100-metres-hurdles,female,GER,13.29,No,0.00011231182,Yes,No,No,Unknown
Xenia BURI,100-metres-hurdles,female,SUI,13.3,No,0.00011231182,Yes,No,No,Unknown
Malayia Deanna DUNCAN,100-metres-hurdles,female,JAM,13.3,No,0.00011231182,Yes,No,No,Unknown
Daryl NDASI,100-metres-hurdles,female,GER,13.32,No,0.00011231182,Yes,No,No,Unknown
Sereina LIEM,100-metres-hurdles,female,SUI,13.32,No,0.00011231182,Yes,No,No,Unknown
Beatriz Camargo MONTEIRO,100-metres-hurdles,female,BRA,13.34,No,0.00011231182,Yes,No,No,Unknown
Daryl NDASI,100-metres-hurdles,female,GER,13.34,No,0.00011231182,Yes,No,No,Unknown
Alessia SUCCO,100-metres-hurdles,female,ITA,13.34,No,0.00011231182,Yes,No,No,Unknown
Malayia Deanna DUNCAN,100-metres-hurdles,female,JAM,13.34,No,0.00011231182,Yes,No,No,Unknown
Nina HEJČÍKOVÁ,100-metres-hurdles,female,SVK,13.35,No,0.00011231182,Yes,No,No,Unknown
Auxane KINGUE,100-metres-hurdles,female,FRA,13.36,No,0.00011231182,Yes,No,No,Unknown
Daryl NDASI,100-metres-hurdles,female,GER,13.36,No,0.00011231182,Yes,No,No,Unknown
Sereina LIEM,100-metres-hurdles,female,SUI,13.37,No,0.00011231182,Yes,No,No,Unknown
Megan NIEMAN,100-metres-hurdles,female,RSA,13.37,No,0.00011231182,Yes,No,No,Unknown
Auxane KINGUE,100-metres-hurdles,female,FRA,13.38,No,0.00011231182,Yes,No,No,Unknown
Keyi ZHANG,100-metres-hurdles,female,CHN,13.38,No,0.00011231182,Yes,No,No,Unknown
Keyi ZHANG,100-metres-hurdles,female,CHN,13.38,No,0.00011231182,Yes,No,No,Unknown
Daryl NDASI,100-metres-hurdles,female,GER,13.39,No,0.00011231182,Yes,No,No,Unknown
Mina HIRSBRUNNER,100-metres-hurdles,female,SUI,13.4,No,0.00011231182,Yes,No,No,Unknown
Akeelah BELL,100-metres-hurdles,female,JAM,13.41,No,0.00011231182,Yes,No,No,Unknown
Iva DELIVERSKA,100-metres-hurdles,female,BUL,13.41,No,0.00011231182,Yes,No,No,Unknown
Jamison HARDING,100-metres-hurdles,female,AUS,13.41,No,0.00011231182,Yes,No,No,Unknown
Megan NIEMAN,100-metres-hurdles,female,RSA,13.41,No,0.00011231182,Yes,No,No,Unknown
Madalena SAMPAIO,100-metres-hurdles,female,POR,13.42,No,0.00011231182,Yes,No,No,Unknown
Vanessa MICHALUK,100-metres-hurdles,female,POL,13.42,No,0.00011231182,Yes,No,No,Unknown
Aisha SHAVE,100-metres-hurdles,female,AUS,13.42,No,0.00011231182,Yes,No,No,Unknown
Sereina LIEM,100-metres-hurdles,female,SUI,13.42,No,0.00011231182,Yes,No,No,Unknown
Iva DELIVERSKA,100-metres-hurdles,female,BUL,13.43,No,0.00011231182,Yes,No,No,Unknown
Nina HEJČÍKOVÁ,100-metres-hurdles,female,SVK,13.43,No,0.00011231182,Yes,No,No,Unknown
Alessia SUCCO,100-metres-hurdles,female,ITA,13.43,No,0.00011231182,Yes,No,No,Unknown
Daryl NDASI,100-metres-hurdles,female,GER,13.43,No,0.00011231182,Yes,No,No,Unknown
Vanessa MICHALUK,100-metres-hurdles,female,POL,13.43,No,0.00011231182,Yes,No,No,Unknown
Madalena SAMPAIO,100-metres-hurdles,female,POR,13.44,No,0.00011231182,Yes,No,No,Unknown
Nina HEJČÍKOVÁ,100-metres-hurdles,female,SVK,13.44,No,0.00011231182,Yes,No,No,Unknown
Mina HIRSBRUNNER,100-metres-hurdles,female,SUI,13.45,No,0.00011231182,Yes,No,No,Unknown
Iva DELIVERSKA,100-metres-hurdles,female,BUL,13.45,No,0.00011231182,Yes,No,No,Unknown
Mina HIRSBRUNNER,100-metres-hurdles,female,SUI,13.45,No,0.00011231182,Yes,No,No,Unknown
Iva DELIVERSKA,100-metres-hurdles,female,BUL,13.46,No,0.00011231182,Yes,No,No,Unknown
Madalena SAMPAIO,100-metres-hurdles,female,POR,13.47,No,0.00011231182,Yes,No,No,Unknown
Mina HIRSBRUNNER,100-metres-hurdles,female,SUI,13.48,No,0.00011231182,Yes,No,No,Unknown
Vanessa MICHALUK,100-metres-hurdles,female,POL,13.49,No,0.00011231182,Yes,No,No,Unknown
Vanessa MICHALUK,100-metres-hurdles,female,POL,13.5,No,0.00011231182,Yes,No,No,Unknown
Daryl NDASI,100-metres-hurdles,female,GER,13.5,No,0.00011231182,Yes,No,No,Unknown
Olivia PIHL,100-metres-hurdles,female,SWE,13.5,No,0.00011231182,Yes,No,No,Unknown
Faith KIPYEGON,1000-metres,female,KEN,149.21,Yes,0.99875474,No,No,No,No
Nelly CHEPCHIRCHIR,1000-metres,female,KEN,149.77,Yes,0.99875474,No,No,No,Unknown
Addison WILEY,1000-metres,female,USA,150.71,Yes,0.99875474,No,No,Yes,Unknown
Jessica HULL,1000-metres,female,AUS,150.96,Yes,0.99875474,No,No,Yes,Unknown
Sinclaire JOHNSON,1000-metres,female,USA,151.3,Yes,0.99875474,No,No,Yes,Unknown
Jemma REEKIE,1000-metres,female,GBR,151.44,Yes,0.99875474,No,No,No,No
Halimah NAKAAYI,1000-metres,female,UGA,151.67000000000002,Yes,0.99875474,No,No,Yes,Yes
Abbey CALDWELL,1000-metres,female,AUS,152.94,No,0.0012452299,Yes,No,Yes,Yes
Sarah BILLINGS,1000-metres,female,AUS,153.17000000000002,No,0.0012452299,Yes,No,Yes,Unknown
Anaïs BOURGOIN,1000-metres,female,FRA,153.36,No,0.0012452299,Yes,No,No,Unknown
Sarah BILLINGS,1000-metres,female,AUS,153.45,No,0.0012452299,Yes,No,Yes,Unknown
Sage HURTA-KLECKER,1000-metres,female,USA,153.45,No,0.0012452299,Yes,No,No,Yes
Georgia GRIFFITH,1000-metres,female,AUS,154.5,No,0.0012452299,Yes,No,Yes,Unknown
Natoya GOULE-TOPPIN,1000-metres,female,JAM,154.71,No,0.0012452299,Yes,No,Yes,Unknown
Agathe GUILLEMOT,1000-metres,female,FRA,154.75,No,0.0012452299,Yes,No,No,Unknown
Audrey WERRO,1000-metres,female,SUI,154.88,No,0.0012452299,Yes,No,No,Yes
Carley THOMAS,1000-metres,female,AUS,155.06,No,0.0012452299,Yes,No,No,Yes
Sinclaire JOHNSON,1000-metres,female,USA,155.11,No,0.0012452299,Yes,No,No,Unknown
Clara LIBERMAN,1000-metres,female,FRA,155.21,No,0.0012452299,Yes,No,No,Unknown
Gabija GALVYDYTĖ,1000-metres,female,LTU,155.7,No,0.0012452299,Yes,No,Yes,Unknown
Sage HURTA-KLECKER,1000-metres,female,USA,156.13,No,0.0012452299,Yes,No,No,Yes
Habitam ALEMU,1000-metres,female,ETH,157.01,No,0.0012452299,Yes,No,No,No
Laura PELLICORO,1000-metres,female,ITA,157.04,No,0.0012452299,Yes,No,No,Unknown
Patricia SILVA,1000-metres,female,POR,157.37,No,0.0012452299,Yes,No,No,Unknown
Lorea IBARZABAL,1000-metres,female,ESP,157.69,No,0.0012452299,Yes,No,No,Unknown
Weronika LIZAKOWSKA,1000-metres,female,POL,158.68,No,0.0012452299,Yes,No,No,Unknown
Alison ANDREWS-PAUL,1000-metres,female,NZL,158.69,No,0.0012452299,Yes,No,No,Unknown
Tanja SPILL,1000-metres,female,GER,158.77,No,0.0012452299,Yes,No,No,Unknown
United States,4x100-metres-relay,female,USA,41.6,Yes,0.9990827,No,No,No,No
Great Britain & NI,4x100-metres-relay,female,GBR,41.69,Yes,0.9990827,No,No,No,No
USA Red,4x100-metres-relay,female,USA,41.74,Yes,0.9990827,No,No,No,Yes
United States,4x100-metres-relay,female,USA,41.75,Yes,0.9990827,No,No,No,No
Jamaica,4x100-metres-relay,female,JAM,41.79,No,0.00091727637,Yes,No,No,No
Jamaica,4x100-metres-relay,female,JAM,41.8,No,0.00091727637,Yes,No,No,No
Germany,4x100-metres-relay,female,GER,41.86,No,0.00091727637,Yes,No,No,No
Germany,4x100-metres-relay,female,GER,41.87,No,0.00091727637,Yes,No,No,No
Great Britain & NI,4x100-metres-relay,female,GBR,41.88,No,0.00091727637,Yes,No,No,No
Netherlands,4x100-metres-relay,female,NED,42.02,No,0.00091727637,Yes,No,Yes,Yes
Great Britain & NI,4x100-metres-relay,female,GBR,42.07,No,0.00091727637,Yes,No,No,No
Spain,4x100-metres-relay,female,ESP,42.11,No,0.00091727637,Yes,No,Yes,Yes
Spain,4x100-metres-relay,female,ESP,42.18,No,0.00091727637,Yes,No,Yes,Yes
United States,4x100-metres-relay,female,USA,42.18,No,0.00091727637,Yes,No,No,No
Great Britain & NI,4x100-metres-relay,female,GBR,42.21,No,0.00091727637,Yes,No,No,No
USC,4x100-metres-relay,female,USA,42.22,No,0.00091727637,Yes,No,No,No
Tiger Olympians,4x100-metres-relay,female,INT,42.22,No,0.00091727637,Yes,No,No,Yes
United States B,4x100-metres-relay,female,USA,42.27,No,0.00091727637,Yes,No,No,Unknown
Spain,4x100-metres-relay,female,ESP,42.28,No,0.00091727637,Yes,No,Yes,Yes
Jamaica,4x100-metres-relay,female,JAM,42.33,No,0.00091727637,Yes,No,No,No
USC,4x100-metres-relay,female,USA,42.36,No,0.00091727637,Yes,No,No,No
USC,4x100-metres-relay,female,USA,42.36,No,0.00091727637,Yes,No,No,No
United States,4x100-metres-relay,female,USA,42.38,No,0.00091727637,Yes,No,No,No
Canada,4x100-metres-relay,female,CAN,42.38,No,0.00091727637,Yes,No,Yes,Yes
South Carolina,4x100-metres-relay,female,USA,42.4,No,0.00091727637,Yes,No,No,Yes
Canada,4x100-metres-relay,female,CAN,42.46,No,0.00091727637,Yes,No,Yes,Yes
Spain,4x100-metres-relay,female,ESP,42.47,No,0.00091727637,Yes,No,Yes,Yes
Jamaica,4x100-metres-relay,female,JAM,42.5,No,0.00091727637,Yes,No,No,No
Jamaica,4x100-metres-relay,female,JAM,42.51,No,0.00091727637,Yes,No,No,No
Germany,4x100-metres-relay,female,GER,42.52,No,0.00091727637,Yes,No,No,No
Germany,4x100-metres-relay,female,GER,42.53,No,0.00091727637,Yes,No,No,No
Spain,4x100-metres-relay,female,ESP,42.53,No,0.00091727637,Yes,No,Yes,Yes
USC,4x100-metres-relay,female,USA,42.55,No,0.00091727637,Yes,No,No,No
South Carolina,4x100-metres-relay,female,USA,42.58,No,0.00091727637,Yes,No,No,Yes
Italy,4x100-metres-relay,female,ITA,42.58,No,0.00091727637,Yes,No,No,No
Netherlands,4x100-metres-relay,female,NED,42.6,No,0.00091727637,Yes,No,No,No
France,4x100-metres-relay,female,FRA,42.71,No,0.00091727637,Yes,No,No,No
Florida State,4x100-metres-relay,female,INT,42.72,No,0.00091727637,Yes,No,No,Yes
Athletics Canada,4x100-metres-relay,female,CAN,42.73,No,0.00091727637,Yes,No,No,Unknown
Baylor,4x100-metres-relay,female,USA,42.73,No,0.00091727637,Yes,No,No,Unknown
South Carolina,4x100-metres-relay,female,USA,42.74,No,0.00091727637,Yes,No,No,Yes
South Carolina,4x100-metres-relay,female,USA,42.75,No,0.00091727637,Yes,No,No,Yes
South Carolina,4x100-metres-relay,female,USA,42.76,No,0.00091727637,Yes,No,No,Yes
Belgium,4x100-metres-relay,female,BEL,42.8,No,0.00091727637,Yes,No,No,No
South Carolina,4x100-metres-relay,female,USA,42.81,No,0.00091727637,Yes,No,No,Yes
France,4x100-metres-relay,female,FRA,42.81,No,0.00091727637,Yes,No,No,No
Switzerland,4x100-metres-relay,female,SUI,42.81,No,0.00091727637,Yes,No,No,No
Canada,4x100-metres-relay,female,CAN,42.82,No,0.00091727637,Yes,No,No,No
Poland,4x100-metres-relay,female,POL,42.83,No,0.00091727637,Yes,No,No,No
Poland,4x100-metres-relay,female,POL,42.84,No,0.00091727637,Yes,No,No,No
Australia Gold,4x100-metres-relay,female,AUS,42.84,No,0.00091727637,Yes,No,Yes,Unknown
Texas,4x100-metres-relay,female,INT,42.85,No,0.00091727637,Yes,No,No,No
Belgium,4x100-metres-relay,female,BEL,42.85,No,0.00091727637,Yes,No,No,No
LSU,4x100-metres-relay,female,INT,42.85,No,0.00091727637,Yes,No,No,No
France,4x100-metres-relay,female,FRA,42.86,No,0.00091727637,Yes,No,No,No
United States,4x100-metres-relay,female,USA,42.86,No,0.00091727637,Yes,No,No,No
Switzerland,4x100-metres-relay,female,SUI,42.87,No,0.00091727637,Yes,No,No,No
TCU,4x100-metres-relay,female,USA,42.87,No,0.00091727637,Yes,No,No,Unknown
Texas A&M,4x100-metres-relay,female,USA,42.89,No,0.00091727637,Yes,No,No,No
Baylor,4x100-metres-relay,female,USA,42.89,No,0.00091727637,Yes,No,No,Unknown
Arkansas,4x100-metres-relay,female,USA,42.9,No,0.00091727637,Yes,No,No,No
Great Britain & NI,4x100-metres-relay,female,GBR,42.92,No,0.00091727637,Yes,No,No,No
Great Britain & NI U23,4x100-metres-relay,female,GBR,42.92,No,0.00091727637,Yes,No,No,Unknown
Texas A&M,4x100-metres-relay,female,USA,42.92,No,0.00091727637,Yes,No,No,No
Florida State,4x100-metres-relay,female,INT,42.93,No,0.00091727637,Yes,No,No,No
PR of China,4x100-metres-relay,female,CHN,42.94,No,0.00091727637,Yes,No,No,No
Texas A&M,4x100-metres-relay,female,USA,42.94,No,0.00091727637,Yes,No,No,No
TCU,4x100-metres-relay,female,USA,42.97,No,0.00091727637,Yes,No,No,Unknown
TCU,4x100-metres-relay,female,USA,42.97,No,0.00091727637,Yes,No,No,Unknown
Germany,4x100-metres-relay,female,GER,42.98,No,0.00091727637,Yes,No,No,No
Texas,4x100-metres-relay,female,INT,42.98,No,0.00091727637,Yes,No,No,No
USC,4x100-metres-relay,female,USA,43.0,No,0.00091727637,Yes,No,No,No
Great Britain & NI,4x100-metres-relay,female,GBR,43.0,No,0.00091727637,Yes,No,No,No
Italy U20,4x100-metres-relay,female,ITA,43.72,No,0.00091727637,Yes,No,No,Unknown
Great Britain & NI U20,4x100-metres-relay,female,GBR,43.98,No,0.00091727637,Yes,No,No,No
Switzerland U20,4x100-metres-relay,female,SUI,44.07,No,0.00091727637,Yes,No,No,Unknown
Femke BOL,400-metres-hurdles,female,NED,51.54,Yes,0.99986064,No,No,No,No
Femke BOL,400-metres-hurdles,female,NED,51.91,Yes,0.99986064,No,No,No,No
Femke BOL,400-metres-hurdles,female,NED,51.95,Yes,0.99986064,No,No,No,No
Sydney MCLAUGHLIN-LEVRONE,400-metres-hurdles,female,USA,52.07,Yes,0.99986064,No,No,No,Unknown
Jasmine JONES,400-metres-hurdles,female,USA,52.08,Yes,0.99986064,No,No,No,Unknown
Femke BOL,400-metres-hurdles,female,NED,52.1,Yes,0.99986064,No,No,No,No
Femke BOL,400-metres-hurdles,female,NED,52.11,Yes,0.99986064,No,No,No,No
Femke BOL,400-metres-hurdles,female,NED,52.18,Yes,0.99986064,No,No,No,No
Femke BOL,400-metres-hurdles,female,NED,52.24,Yes,0.99986064,No,No,No,No
Femke BOL,400-metres-hurdles,female,NED,52.31,Yes,0.99986064,No,No,No,No
Savannah SUTHERLAND,400-metres-hurdles,female,CAN,52.46,Yes,0.99986064,No,No,Yes,Yes
Femke BOL,400-metres-hurdles,female,NED,52.46,Yes,0.99986064,No,No,No,No
Femke BOL,400-metres-hurdles,female,NED,52.51,Yes,0.99986064,No,No,No,No
Dalilah MUHAMMAD,400-metres-hurdles,female,USA,52.58,Yes,0.99986064,No,No,No,No
Dalilah MUHAMMAD,400-metres-hurdles,female,USA,52.65,Yes,0.99986064,No,No,No,No
Gianna WOODRUFF,400-metres-hurdles,female,PAN,52.66,Yes,0.99986064,No,No,Yes,Yes
Sydney MCLAUGHLIN-LEVRONE,400-metres-hurdles,female,USA,52.76,Yes,0.99986064,No,No,No,Unknown
Anna COCKRELL,400-metres-hurdles,female,USA,52.89,Yes,0.99986064,No,No,No,Yes
Dalilah MUHAMMAD,400-metres-hurdles,female,USA,52.91,Yes,0.99986064,No,No,No,No
Anna COCKRELL,400-metres-hurdles,female,USA,52.91,Yes,0.99986064,No,No,No,Yes
Emma ZAPLETALOVÁ,400-metres-hurdles,female,SVK,53.0,Yes,0.99986064,No,No,Yes,Yes
Jasmine JONES,400-metres-hurdles,female,USA,53.01,Yes,0.99986064,No,No,No,Unknown
Anna COCKRELL,400-metres-hurdles,female,USA,53.13,Yes,0.99986064,No,No,No,Yes
Dalilah MUHAMMAD,400-metres-hurdles,female,USA,53.14,Yes,0.99986064,No,No,No,No
Jasmine JONES,400-metres-hurdles,female,USA,53.18,Yes,0.99986064,No,No,No,Unknown
Emma ZAPLETALOVÁ,400-metres-hurdles,female,SVK,53.18,Yes,0.99986064,No,No,Yes,Yes
Jasmine JONES,400-metres-hurdles,female,USA,53.18,Yes,0.99986064,No,No,No,Unknown
Emma ZAPLETALOVÁ,400-metres-hurdles,female,SVK,53.22,Yes,0.99986064,No,No,Yes,Yes
Jasmine JONES,400-metres-hurdles,female,USA,53.23,Yes,0.99986064,No,No,No,Unknown
Anna COCKRELL,400-metres-hurdles,female,USA,53.28,Yes,0.99986064,No,No,No,Yes
Gianna WOODRUFF,400-metres-hurdles,female,PAN,53.34,Yes,0.99986064,No,No,Yes,Yes
Dalilah MUHAMMAD,400-metres-hurdles,female,USA,53.34,Yes,0.99986064,No,No,No,No
Savannah SUTHERLAND,400-metres-hurdles,female,CAN,53.46,Yes,0.99986064,No,No,Yes,Yes
Rachel GLENN,400-metres-hurdles,female,USA,53.48,Yes,0.99986064,No,No,No,Unknown
Emma ZAPLETALOVÁ,400-metres-hurdles,female,SVK,53.58,Yes,0.99986064,No,No,Yes,Yes
Anna COCKRELL,400-metres-hurdles,female,USA,53.63,Yes,0.99986064,No,No,No,No
Jasmine JONES,400-metres-hurdles,female,USA,53.64,Yes,0.99986064,No,No,No,Unknown
Naomi VAN DEN BROECK,400-metres-hurdles,female,BEL,53.65,Yes,0.99986064,No,No,Yes,Unknown
Anna COCKRELL,400-metres-hurdles,female,USA,53.66,Yes,0.99986064,No,No,No,No
Andrenette KNIGHT,400-metres-hurdles,female,JAM,53.67,Yes,0.99986064,No,No,No,No
Naomi VAN DEN BROECK,400-metres-hurdles,female,BEL,53.7,Yes,0.99986064,No,No,Yes,Unknown
Akala GARRETT,400-metres-hurdles,female,USA,53.73,No,0.00013940698,Yes,No,No,Unknown
Andrenette KNIGHT,400-metres-hurdles,female,JAM,53.74,No,0.00013940698,Yes,No,No,No
Femke BOL,400-metres-hurdles,female,NED,53.75,No,0.00013940698,Yes,No,No,No
Emma ZAPLETALOVÁ,400-metres-hurdles,female,SVK,53.75,No,0.00013940698,Yes,No,Yes,Yes
Andrenette KNIGHT,400-metres-hurdles,female,JAM,53.76,No,0.00013940698,Yes,No,No,No
Andrenette KNIGHT,400-metres-hurdles,female,JAM,53.79,No,0.00013940698,Yes,No,No,No
Dalilah MUHAMMAD,400-metres-hurdles,female,USA,53.8,No,0.00013940698,Yes,No,No,No
Dalilah MUHAMMAD,400-metres-hurdles,female,USA,53.8,No,0.00013940698,Yes,No,No,No
Rushell CLAYTON,400-metres-hurdles,female,JAM,53.81,No,0.00013940698,Yes,No,No,No
Dalilah MUHAMMAD,400-metres-hurdles,female,USA,53.81,No,0.00013940698,Yes,No,No,No
Anna COCKRELL,400-metres-hurdles,female,USA,53.84,No,0.00013940698,Yes,No,No,No
Gianna WOODRUFF,400-metres-hurdles,female,PAN,53.89,No,0.00013940698,Yes,No,No,No
Andrenette KNIGHT,400-metres-hurdles,female,JAM,53.9,No,0.00013940698,Yes,No,No,No
Anna COCKRELL,400-metres-hurdles,female,USA,53.97,No,0.00013940698,Yes,No,No,No
Gianna WOODRUFF,400-metres-hurdles,female,PAN,53.99,No,0.00013940698,Yes,No,No,No
Gianna WOODRUFF,400-metres-hurdles,female,PAN,54.0,No,0.00013940698,Yes,No,No,No
Shiann SALMON,400-metres-hurdles,female,JAM,54.03,No,0.00013940698,Yes,No,No,No
Anna COCKRELL,400-metres-hurdles,female,USA,54.04,No,0.00013940698,Yes,No,No,No
Kemi ADEKOYA,400-metres-hurdles,female,BRN,54.04,No,0.00013940698,Yes,No,No,No
Emma ZAPLETALOVÁ,400-metres-hurdles,female,SVK,54.08,No,0.00013940698,Yes,No,Yes,Yes
Andrenette KNIGHT,400-metres-hurdles,female,JAM,54.08,No,0.00013940698,Yes,No,No,No
Emily NEWNHAM,400-metres-hurdles,female,GBR,54.08,No,0.00013940698,Yes,No,No,Unknown
Naomi VAN DEN BROECK,400-metres-hurdles,female,BEL,54.12,No,0.00013940698,Yes,No,Yes,Unknown
Savannah SUTHERLAND,400-metres-hurdles,female,CAN,54.13,No,0.00013940698,Yes,No,Yes,Yes
Emma ZAPLETALOVÁ,400-metres-hurdles,female,SVK,54.15,No,0.00013940698,Yes,No,Yes,Yes
Shiann SALMON,400-metres-hurdles,female,JAM,54.21,No,0.00013940698,Yes,No,No,No
Ayomide FOLORUNSO,400-metres-hurdles,female,ITA,54.21,No,0.00013940698,Yes,No,No,No
Emma ZAPLETALOVÁ,400-metres-hurdles,female,SVK,54.24,No,0.00013940698,Yes,No,Yes,Yes
Gianna WOODRUFF,400-metres-hurdles,female,PAN,54.24,No,0.00013940698,Yes,No,No,No
Zenéy VAN DER WALT,400-metres-hurdles,female,RSA,54.25,No,0.00013940698,Yes,No,No,Yes
Amalie IUEL,400-metres-hurdles,female,NOR,54.28,No,0.00013940698,Yes,No,No,Yes
Eileen DEMES,400-metres-hurdles,female,GER,54.29,No,0.00013940698,Yes,No,No,Yes
Sarah CARLI,400-metres-hurdles,female,AUS,54.29,No,0.00013940698,Yes,No,No,Yes
Rushell CLAYTON,400-metres-hurdles,female,JAM,54.31,No,0.00013940698,Yes,No,No,No
Eileen DEMES,400-metres-hurdles,female,GER,54.34,No,0.00013940698,Yes,No,No,Yes
Andrenette KNIGHT,400-metres-hurdles,female,JAM,54.35,No,0.00013940698,Yes,No,No,No
Alice MURARO,400-metres-hurdles,female,ITA,54.36,No,0.00013940698,Yes,No,No,Yes
Jasmine JONES,400-metres-hurdles,female,USA,54.36,No,0.00013940698,Yes,No,No,Unknown
Ayomide FOLORUNSO,400-metres-hurdles,female,ITA,54.37,No,0.00013940698,Yes,No,No,No
Naomi VAN DEN BROECK,400-metres-hurdles,female,BEL,54.37,No,0.00013940698,Yes,No,No,Unknown
Amalie IUEL,400-metres-hurdles,female,NOR,54.38,No,0.00013940698,Yes,No,No,Yes
Savannah SUTHERLAND,400-metres-hurdles,female,CAN,54.39,No,0.00013940698,Yes,No,No,Yes
Andrenette KNIGHT,400-metres-hurdles,female,JAM,54.4,No,0.00013940698,Yes,No,No,No
Anna HALL,400-metres-hurdles,female,USA,54.43,No,0.00013940698,Yes,No,No,No
Emma ZAPLETALOVÁ,400-metres-hurdles,female,SVK,54.44,No,0.00013940698,Yes,No,No,No
Gianna WOODRUFF,400-metres-hurdles,female,PAN,54.45,No,0.00013940698,Yes,No,No,No
Paulien COUCKUYT,400-metres-hurdles,female,BEL,54.45,No,0.00013940698,Yes,No,No,Yes
Fatoumata Binta DIALLO,400-metres-hurdles,female,POR,54.45,No,0.00013940698,Yes,No,Yes,Yes
Emily NEWNHAM,400-metres-hurdles,female,GBR,54.49,No,0.00013940698,Yes,No,No,Unknown
Alice MURARO,400-metres-hurdles,female,ITA,54.5,No,0.00013940698,Yes,No,No,Yes
Naomi VAN DEN BROECK,400-metres-hurdles,female,BEL,54.5,No,0.00013940698,Yes,No,No,Unknown
Emma ZAPLETALOVÁ,400-metres-hurdles,female,SVK,54.51,No,0.00013940698,Yes,No,No,No
Fatoumata Binta DIALLO,400-metres-hurdles,female,POR,54.52,No,0.00013940698,Yes,No,Yes,Yes
Andrenette KNIGHT,400-metres-hurdles,female,JAM,54.52,No,0.00013940698,Yes,No,No,No
Gianna WOODRUFF,400-metres-hurdles,female,PAN,54.54,No,0.00013940698,Yes,No,No,No
Fatoumata Binta DIALLO,400-metres-hurdles,female,POR,54.54,No,0.00013940698,Yes,No,Yes,Yes
Andrenette KNIGHT,400-metres-hurdles,female,JAM,54.54,No,0.00013940698,Yes,No,No,No
Michelle SMITH,400-metres-hurdles,female,ISV,54.56,No,0.00013940698,Yes,No,Unknown,Unknown
Shiann SALMON,400-metres-hurdles,female,JAM,54.56,No,0.00013940698,Yes,No,No,No
Michelle SMITH,400-metres-hurdles,female,ISV,54.56,No,0.00013940698,Yes,No,Unknown,Unknown
Alice MURARO,400-metres-hurdles,female,ITA,54.57,No,0.00013940698,Yes,No,No,Yes
Emily NEWNHAM,400-metres-hurdles,female,GBR,54.59,No,0.00013940698,Yes,No,No,Unknown
Dalilah MUHAMMAD,400-metres-hurdles,female,USA,54.59,No,0.00013940698,Yes,No,No,No
Gianna WOODRUFF,400-metres-hurdles,female,PAN,54.6,No,0.00013940698,Yes,No,No,No
Alice MURARO,400-metres-hurdles,female,ITA,54.6,No,0.00013940698,Yes,No,No,Yes
Elena KELETY,400-metres-hurdles,female,GER,54.61,No,0.00013940698,Yes,No,No,Unknown
Jasmine JONES,400-metres-hurdles,female,USA,54.61,No,0.00013940698,Yes,No,No,Unknown
Shiann SALMON,400-metres-hurdles,female,JAM,54.62,No,0.00013940698,Yes,No,No,No
Michelle SMITH,400-metres-hurdles,female,ISV,54.62,No,0.00013940698,Yes,No,Unknown,Unknown
Michelle SMITH,400-metres-hurdles,female,ISV,54.62,No,0.00013940698,Yes,No,Unknown,Unknown
Kemi ADEKOYA,400-metres-hurdles,female,BRN,54.63,No,0.00013940698,Yes,No,No,No
Andrenette KNIGHT,400-metres-hurdles,female,JAM,54.63,No,0.00013940698,Yes,No,No,No
Jiadie MO,400-metres-hurdles,female,CHN,54.63,No,0.00013940698,Yes,No,No,Yes
